,이름,년도,팀,war,경기수,완봉,완투,선발,승,패,세이브,홀드,inning,실점,ERA,FIP,WHIP,ERA_plus,FIP_plus,자책,볼넷,홈런,삼진,연봉
146,송승준,13,롯,4.05,29.0,0.0,0.0,29.0,12.0,6.0,0.0,0.0,167.2,74.0,3.76,3.83,1.4,116.3,114.0,70.0,64.0,11.0,133.0,31000.0
147,송은범,10,S,4.04,44.0,0.0,0.0,18.0,8.0,5.0,8.0,4.0,125.0,38.0,2.3,4.21,1.21,197.4,108.1,32.0,48.0,12.0,91.0,15000.0
148,리오스,2,K,4.04,54.0,3.0,0.0,13.0,14.0,5.0,13.0,1.0,157.2,59.0,3.14,4.12,1.17,135.6,103.4,55.0,44.0,14.0,102.0,0.0
149,서재응,10,K,4.03,24.0,0.0,0.0,23.0,9.0,7.0,0.0,0.0,140.0,53.0,3.34,4.08,1.16,136.4,111.8,52.0,29.0,10.0,68.0,30000.0
150,임태훈,7,두,4.02,64.0,0.0,0.0,0.0,7.0,3.0,1.0,20.0,101.1,28.0,2.4,2.29,1.12,161.3,169.1,27.0,36.0,2.0,93.0,0.0
151,니퍼트,12,두,4.01,29.0,3.0,0.0,28.0,11.0,10.0,0.0,0.0,194.0,70.0,3.2,3.99,1.16,119.5,96.0,69.0,68.0,15.0,126.0,0.0
153,유동훈,9,K,3.97,57.0,0.0,0.0,0.0,6.0,2.0,22.0,10.0,67.1,6.0,0.53,3.29,0.74,882.2,143.3,4.0,13.0,2.0,38.0,9000.0
154,우규민,14,L,3.96,29.0,0.0,0.0,28.0,11.0,5.0,0.0,0.0,153.2,78.0,4.04,4.32,1.33,122.5,117.3,69.0,34.0,11.0,103.0,18000.0
155,김광현,15,S,3.96,30.0,1.0,1.0,29.0,14.0,6.0,0.0,1.0,176.2,86.0,3.72,4.34,1.35,129.9,111.8,73.0,66.0,19.0,160.0,85000.0
156,바워스,3,현,3.95,24.0,0.0,0.0,22.0,13.0,4.0,1.0,1.0,143.2,58.0,3.01,3.81,1.33,143.7,113.4,48.0,46.0,12.0,85.0,0.0
157,윤석민,12,K,3.95,28.0,3.0,2.0,24.0,9.0,8.0,0.0,0.0,153.0,60.0,3.12,2.88,1.0,121.2,131.2,53.0,33.0,9.0,137.0,38000.0
158,캘러웨이,5,현,3.94,32.0,0.0,0.0,31.0,16.0,9.0,0.0,0.0,197.1,99.0,3.97,4.1,1.32,108.1,104.8,87.0,54.0,17.0,103.0,0.0
159,채병용,7,S,3.93,28.0,0.0,0.0,23.0,11.0,8.0,0.0,0.0,146.0,51.0,2.84,3.38,1.26,134.4,112.8,46.0,47.0,8.0,84.0,0.0
160,이용찬,18,두,3.93,25.0,1.0,0.0,24.0,15.0,3.0,0.0,0.0,144.0,62.0,3.63,4.56,1.3,139.4,110.8,58.0,36.0,14.0,102.0,23500.0
161,랜들,7,두,3.92,28.0,0.0,0.0,28.0,12.0,8.0,0.0,0.0,164.1,60.0,3.12,3.84,1.2,123.9,100.9,57.0,55.0,16.0,113.0,0.0
162,윤성환,15,삼,3.91,30.0,3.0,1.0,30.0,17.0,8.0,0.0,0.0,194.0,86.0,3.76,4.35,1.18,131.4,112.8,81.0,30.0,27.0,164.0,80000.0
163,켈리,18,S,3.9,28.0,0.0,0.0,28.0,12.0,7.0,0.0,0.0,158.1,78.0,4.09,4.4,1.26,128.5,120.4,72.0,47.0,18.0,161.0,900000.0
164,히메네스,10,두,3.9,27.0,1.0,0.0,26.0,14.0,5.0,0.0,0.0,152.0,65.0,3.32,4.14,1.32,137.1,109.8,56.0,62.0,7.0,87.0,0.0
165,임태훈,9,두,3.9,58.0,0.0,0.0,0.0,11.0,5.0,4.0,13.0,88.1,30.0,3.06,2.55,1.03,155.4,186.0,30.0,24.0,3.0,85.0,9000.0
166,고우석,19,L,3.9,64.0,0.0,0.0,0.0,8.0,2.0,34.0,1.0,70.0,13.0,1.54,3.22,1.09,266.1,126.7,12.0,29.0,4.0,76.0,4000.0
167,김원형,5,S,3.89,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,171.2,73.0,3.41,3.99,1.18,121.2,103.4,65.0,30.0,17.0,94.0,18000.0
168,조용준,4,현,3.87,63.0,0.0,0.0,0.0,10.0,3.0,34.0,0.0,75.0,19.0,2.28,2.46,1.19,189.9,176.4,19.0,22.0,0.0,56.0,9500.0
169,윤석민,15,K,3.87,51.0,0.0,0.0,0.0,2.0,6.0,30.0,0.0,70.0,23.0,2.96,3.23,1.33,166.8,155.3,23.0,24.0,4.0,68.0,125000.0
170,레일리,15,롯,3.87,31.0,1.0,0.0,30.0,11.0,9.0,0.0,0.0,179.1,93.0,3.91,4.74,1.33,128.8,103.9,78.0,57.0,20.0,134.0,63000.0
171,사도스키,10,롯,3.87,27.0,0.0,0.0,26.0,10.0,8.0,0.0,0.0,169.2,83.0,3.87,4.27,1.22,119.5,108.3,73.0,54.0,17.0,120.0,0.0
172,윤석민,9,K,3.85,27.0,0.0,0.0,16.0,9.0,4.0,7.0,0.0,119.2,52.0,3.46,3.49,1.29,136.3,135.2,46.0,44.0,9.0,117.0,18000.0
173,박진우,19,N,3.83,41.0,0.0,0.0,18.0,9.0,7.0,0.0,5.0,140.2,53.0,3.14,3.95,1.18,134.4,106.8,49.0,29.0,9.0,92.0,2700.0
174,정우람,19,한,3.83,57.0,0.0,0.0,0.0,4.0,3.0,26.0,0.0,58.1,11.0,1.54,3.32,1.25,268.5,125.1,10.0,16.0,4.0,48.0,120000.0
175,양현종,10,K,3.83,30.0,1.0,1.0,30.0,16.0,8.0,0.0,0.0,169.1,84.0,4.25,4.11,1.58,107.3,111.1,80.0,98.0,9.0,145.0,10000.0
176,해커,13,N,3.83,27.0,3.0,0.0,26.0,4.0,11.0,0.0,0.0,178.1,83.0,3.63,3.93,1.19,118.2,109.4,72.0,50.0,12.0,127.0,0.0
177,박준수,6,현,3.82,61.0,0.0,0.0,0.0,5.0,5.0,38.0,0.0,69.1,14.0,1.82,1.85,0.85,198.8,195.1,14.0,11.0,2.0,65.0,2800.0
178,김선우,10,두,3.8,28.0,1.0,0.0,28.0,13.0,6.0,0.0,0.0,154.2,77.0,4.02,3.75,1.38,113.3,121.4,69.0,50.0,12.0,128.0,35000.0
179,이재학,14,N,3.8,29.0,1.0,0.0,28.0,10.0,9.0,0.0,0.0,156.0,77.0,4.21,4.97,1.41,123.6,106.2,73.0,68.0,16.0,131.0,12500.0
180,피어밴드,18,K,3.79,27.0,1.0,0.0,26.0,8.0,8.0,0.0,0.0,163.1,90.0,4.3,4.83,1.37,123.3,107.7,78.0,38.0,24.0,141.0,900000.0
181,장원삼,12,삼,3.79,27.0,0.0,0.0,25.0,17.0,6.0,0.0,1.0,157.0,64.0,3.55,3.11,1.15,107.4,122.8,62.0,38.0,9.0,127.0,22500.0
182,채병용,8,S,3.77,27.0,0.0,0.0,23.0,10.0,2.0,0.0,1.0,136.2,43.0,2.7,3.97,1.24,150.2,102.2,41.0,43.0,10.0,81.0,15000.0
183,찰리,14,N,3.77,28.0,1.0,1.0,28.0,12.0,8.0,0.0,0.0,165.1,90.0,3.81,4.93,1.45,136.6,107.1,70.0,55.0,13.0,92.0,30000.0
184,정대현,7,S,3.74,60.0,0.0,0.0,0.0,3.0,2.0,27.0,3.0,78.1,12.0,0.92,2.55,0.95,414.5,149.4,8.0,24.0,3.0,65.0,8000.0
185,윤성환,17,삼,3.73,28.0,1.0,0.0,28.0,12.0,9.0,0.0,0.0,174.1,86.0,4.28,4.78,1.25,118.4,105.4,83.0,37.0,22.0,130.0,80000.0
186,박명환,7,L,3.73,27.0,0.0,0.0,26.0,10.0,6.0,0.0,0.0,155.1,59.0,3.19,3.71,1.32,121.9,104.6,55.0,72.0,11.0,117.0,50000.0
187,손민한,4,롯,3.73,42.0,0.0,0.0,11.0,9.0,2.0,8.0,0.0,108.2,36.0,2.73,3.06,1.1,156.2,139.6,33.0,29.0,8.0,88.0,10500.0
188,이상훈,2,L,3.72,52.0,0.0,0.0,0.0,7.0,2.0,18.0,0.0,85.2,18.0,1.68,2.91,0.97,246.0,142.2,16.0,30.0,8.0,92.0,0.0
189,브리검,19,키,3.7,28.0,0.0,0.0,28.0,13.0,5.0,0.0,0.0,158.1,62.0,2.96,3.27,1.23,140.0,126.9,52.0,46.0,5.0,130.0,65000.0
190,류제국,16,L,3.7,29.0,1.0,1.0,29.0,13.0,11.0,0.0,0.0,161.1,83.0,4.3,4.9,1.38,118.4,102.5,77.0,70.0,14.0,138.0,18000.0
191,주키치,12,L,3.69,30.0,0.0,0.0,29.0,11.0,8.0,0.0,1.0,177.1,75.0,3.45,3.44,1.31,110.7,111.0,68.0,54.0,6.0,96.0,0.0
192,리오스,3,K,3.69,30.0,2.0,0.0,30.0,10.0,13.0,0.0,0.0,188.2,93.0,3.82,4.2,1.31,112.2,101.9,80.0,62.0,19.0,121.0,0.0
193,김광현,16,S,3.69,27.0,1.0,0.0,21.0,11.0,8.0,0.0,1.0,137.0,68.0,3.88,4.7,1.31,134.7,111.7,59.0,41.0,17.0,116.0,85000.0
194,옥스프링,15,k,3.68,31.0,3.0,0.0,31.0,12.0,10.0,0.0,0.0,185.0,104.0,4.48,4.93,1.44,112.3,99.2,92.0,66.0,23.0,142.0,900000.0
195,최원태,18,넥,3.68,23.0,1.0,0.0,23.0,13.0,7.0,0.0,0.0,134.1,62.0,3.95,4.13,1.33,130.4,124.5,59.0,35.0,8.0,101.0,15000.0
196,마일영,8,히,3.67,28.0,1.0,0.0,28.0,11.0,11.0,0.0,0.0,173.0,77.0,3.49,4.21,1.23,121.6,100.6,67.0,57.0,11.0,83.0,5000.0
197,브라운,7,삼,3.66,30.0,0.0,0.0,30.0,12.0,8.0,0.0,0.0,162.1,65.0,3.33,3.83,1.22,117.8,102.4,60.0,43.0,10.0,68.0,0.0
198,배영수,12,삼,3.66,26.0,2.0,0.0,25.0,12.0,8.0,0.0,0.0,160.0,64.0,3.21,3.33,1.24,119.1,114.7,57.0,39.0,7.0,89.0,40000.0
199,우규민,13,L,3.66,30.0,1.0,1.0,25.0,10.0,8.0,0.0,2.0,147.1,67.0,3.91,3.42,1.31,108.6,124.2,64.0,31.0,5.0,92.0,9000.0
200,조웅천,3,S,3.65,65.0,0.0,0.0,0.0,6.0,5.0,30.0,2.0,77.2,18.0,1.97,2.62,1.15,211.7,159.3,17.0,19.0,7.0,75.0,11000.0
201,권오준,6,삼,3.63,67.0,0.0,0.0,0.0,9.0,1.0,2.0,32.0,80.0,16.0,1.69,2.73,1.16,214.5,132.7,15.0,32.0,6.0,83.0,12000.0
202,이재우,8,두,3.62,65.0,0.0,0.0,0.0,11.0,3.0,2.0,17.0,87.1,20.0,1.55,2.85,0.94,264.8,143.6,15.0,28.0,2.0,68.0,13000.0
203,윤석민,6,K,3.62,63.0,0.0,0.0,0.0,5.0,6.0,19.0,9.0,94.2,26.0,2.28,2.69,1.14,158.8,134.6,24.0,27.0,5.0,75.0,4500.0
204,오승환,12,삼,3.62,50.0,0.0,0.0,0.0,2.0,1.0,37.0,0.0,55.2,12.0,1.94,1.07,0.83,196.8,355.6,12.0,13.0,1.0,81.0,38000.0
205,박명환,5,두,3.61,20.0,0.0,0.0,20.0,11.0,3.0,0.0,0.0,112.1,40.0,2.96,3.18,1.24,139.6,130.3,37.0,58.0,4.0,113.0,26000.0
206,구대성,6,한,3.59,59.0,0.0,0.0,0.0,3.0,4.0,37.0,1.0,69.1,17.0,1.82,1.95,1.07,206.3,192.0,14.0,18.0,4.0,76.0,14000.0
207,로페즈,11,K,3.59,26.0,1.0,0.0,24.0,11.0,9.0,1.0,0.0,153.2,71.0,3.98,3.64,1.17,103.8,113.6,68.0,26.0,14.0,106.0,0.0
208,채병용,2,S,3.58,51.0,2.0,2.0,15.0,7.0,9.0,11.0,2.0,141.0,51.0,3.19,4.12,1.16,131.8,102.1,50.0,44.0,20.0,126.0,0.0
209,이현승,9,히,3.58,30.0,0.0,0.0,29.0,13.0,10.0,0.0,0.0,170.0,84.0,4.18,4.92,1.34,115.4,98.1,79.0,66.0,25.0,120.0,7000.0
210,정현욱,8,삼,3.58,53.0,0.0,0.0,7.0,10.0,4.0,0.0,11.0,127.0,51.0,3.4,3.25,1.28,122.0,127.7,48.0,55.0,3.0,97.0,6000.0
211,임창용,3,삼,3.57,28.0,1.0,1.0,26.0,13.0,3.0,1.0,0.0,147.0,63.0,3.55,4.11,1.26,122.9,106.1,58.0,44.0,15.0,85.0,43000.0
212,밴헤켄,13,넥,3.57,29.0,0.0,0.0,29.0,12.0,10.0,0.0,0.0,161.2,78.0,3.73,3.8,1.46,116.8,114.6,67.0,58.0,11.0,137.0,0.0
213,유희관,19,두,3.56,28.0,2.0,0.0,27.0,11.0,8.0,0.0,0.0,166.1,67.0,3.25,4.02,1.28,126.5,102.3,60.0,42.0,8.0,64.0,50000.0
214,문동환,6,한,3.55,31.0,4.0,2.0,29.0,16.0,9.0,1.0,0.0,189.0,78.0,3.05,3.73,1.34,123.0,100.5,64.0,67.0,10.0,85.0,15000.0
215,장원준,14,롯,3.55,27.0,0.0,0.0,27.0,10.0,9.0,0.0,0.0,155.0,87.0,4.59,5.07,1.47,118.8,105.0,79.0,67.0,15.0,107.0,32000.0
216,마틴,14,삼,3.54,23.0,0.0,0.0,22.0,9.0,6.0,0.0,0.0,128.0,69.0,4.78,4.43,1.4,110.6,119.3,68.0,31.0,10.0,84.0,900000.0
217,김진우,12,K,3.53,24.0,2.0,1.0,22.0,10.0,5.0,0.0,0.0,133.2,47.0,2.9,3.13,1.2,130.5,120.6,43.0,50.0,2.0,101.0,4000.0
218,레일리,16,롯,3.52,31.0,1.0,1.0,31.0,8.0,10.0,0.0,0.0,184.2,105.0,4.34,4.77,1.4,120.5,109.6,89.0,51.0,21.0,147.0,63000.0
219,이동현,2,L,3.52,78.0,0.0,0.0,2.0,8.0,3.0,7.0,6.0,124.2,39.0,2.67,3.72,1.23,154.8,111.3,37.0,43.0,13.0,106.0,2700.0
220,위재영,5,S,3.52,57.0,0.0,0.0,0.0,3.0,2.0,6.0,12.0,95.1,23.0,1.89,3.2,1.15,218.7,128.9,20.0,41.0,4.0,80.0,9750.0
221,박종훈,17,S,3.51,29.0,0.0,0.0,28.0,12.0,7.0,0.0,1.0,151.1,74.0,4.1,5.38,1.36,122.7,93.8,69.0,61.0,16.0,107.0,10000.0
222,팻딘,17,K,3.51,30.0,1.0,0.0,29.0,9.0,7.0,0.0,0.0,176.0,86.0,4.14,4.66,1.42,120.0,107.2,81.0,39.0,22.0,143.0,70000.0
223,유희관,13,두,3.51,41.0,0.0,0.0,18.0,10.0,7.0,1.0,3.0,145.1,60.0,3.53,3.87,1.33,120.5,109.9,57.0,52.0,7.0,96.0,2600.0
224,윤성환,11,삼,3.5,24.0,0.0,0.0,23.0,14.0,5.0,0.0,0.0,137.1,62.0,3.54,3.46,1.32,117.9,120.5,54.0,30.0,8.0,83.0,15000.0
225,키퍼,3,K,3.49,29.0,3.0,1.0,29.0,8.0,7.0,0.0,0.0,168.2,78.0,3.79,4.09,1.22,109.8,103.1,71.0,46.0,15.0,77.0,0.0
226,장원준,9,롯,3.48,28.0,1.0,1.0,28.0,13.0,8.0,0.0,0.0,162.2,83.0,4.15,4.67,1.58,115.4,102.6,75.0,82.0,16.0,108.0,15000.0
227,쿠에바스,19,K,3.46,30.0,0.0,0.0,30.0,13.0,10.0,0.0,0.0,184.0,80.0,3.62,4.43,1.17,114.3,92.7,74.0,63.0,18.0,135.0,0.0
228,전승남,3,L,3.46,68.0,0.0,0.0,0.0,8.0,2.0,2.0,11.0,106.2,34.0,2.45,3.12,1.17,169.8,133.3,29.0,22.0,6.0,56.0,4000.0
229,황두성,5,현,3.46,60.0,0.0,0.0,5.0,11.0,9.0,1.0,7.0,128.2,53.0,3.29,3.47,1.14,130.5,123.5,47.0,41.0,15.0,137.0,2400.0
230,니퍼트,17,두,3.45,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,179.2,88.0,4.06,4.84,1.4,118.6,99.3,81.0,77.0,20.0,161.0,210000.0
231,이혜천,6,두,3.43,32.0,0.0,0.0,22.0,8.0,6.0,0.0,1.0,142.0,52.0,2.79,3.04,1.23,128.2,117.6,44.0,56.0,4.0,104.0,12000.0
232,노경은,18,롯,3.42,33.0,0.0,0.0,19.0,9.0,6.0,0.0,0.0,132.1,65.0,4.08,5.0,1.19,127.8,104.5,60.0,30.0,18.0,89.0,10000.0
233,윌슨,19,L,3.42,30.0,1.0,0.0,30.0,14.0,7.0,0.0,0.0,185.0,77.0,2.92,3.27,1.16,140.6,125.4,60.0,43.0,7.0,137.0,80000.0
234,최원태,17,넥,3.42,25.0,0.0,0.0,25.0,11.0,7.0,0.0,0.0,149.1,76.0,4.46,4.63,1.31,111.5,105.6,74.0,34.0,19.0,126.0,4500.0
235,안지만,10,삼,3.41,67.0,0.0,0.0,0.0,9.0,3.0,9.0,8.0,92.0,32.0,2.74,3.11,1.08,168.4,148.2,28.0,25.0,6.0,95.0,9000.0
236,류현진,11,한,3.41,24.0,3.0,0.0,18.0,11.0,7.0,0.0,0.0,126.0,54.0,3.36,3.33,1.1,124.5,125.6,47.0,38.0,12.0,128.0,40000.0
237,박종훈,18,S,3.39,30.0,0.0,0.0,30.0,14.0,8.0,0.0,0.0,159.1,81.0,4.18,4.86,1.33,125.8,108.3,74.0,54.0,16.0,133.0,20000.0
238,피코타,2,한,3.39,42.0,0.0,0.0,8.0,6.0,6.0,14.0,1.0,102.2,42.0,3.51,2.98,1.55,124.0,145.8,40.0,44.0,5.0,104.0,0.0
239,배영수,3,삼,3.38,30.0,1.0,0.0,30.0,13.0,5.0,0.0,0.0,163.2,85.0,4.51,3.96,1.53,96.8,110.1,82.0,77.0,11.0,99.0,6500.0
240,임경완,4,롯,3.38,67.0,0.0,0.0,0.0,4.0,6.0,5.0,22.0,105.1,39.0,3.16,3.3,1.36,135.1,129.4,37.0,41.0,4.0,72.0,5500.0
241,이리키,3,두,3.37,39.0,5.0,1.0,20.0,7.0,11.0,5.0,0.0,159.0,68.0,3.74,4.17,1.31,111.3,99.8,66.0,53.0,17.0,87.0,0.0
242,조상우,15,넥,3.36,70.0,0.0,0.0,0.0,8.0,5.0,5.0,19.0,93.1,36.0,3.09,3.74,1.14,161.3,131.8,32.0,41.0,4.0,89.0,17000.0
243,박지철,4,롯,3.35,27.0,1.0,1.0,26.0,9.0,7.0,0.0,0.0,139.2,62.0,3.87,3.84,1.37,110.5,111.3,60.0,60.0,9.0,94.0,10000.0
244,브라운,6,삼,3.35,27.0,1.0,0.0,26.0,11.0,9.0,0.0,0.0,154.1,50.0,2.68,3.78,1.05,134.9,95.8,46.0,44.0,14.0,92.0,0.0
245,송승준,11,롯,3.35,30.0,0.0,0.0,29.0,13.0,10.0,0.0,0.0,172.1,84.0,4.18,4.14,1.39,100.4,101.3,80.0,59.0,17.0,126.0,23000.0
246,김수경,7,현,3.34,30.0,0.0,0.0,30.0,12.0,7.0,0.0,0.0,176.1,85.0,3.88,3.85,1.31,102.9,103.7,76.0,61.0,19.0,127.0,40000.0
247,유동훈,4,K,3.34,68.0,0.0,0.0,0.0,7.0,2.0,5.0,7.0,120.2,42.0,2.98,3.94,1.05,146.3,110.7,40.0,22.0,10.0,65.0,3500.0
248,레이번,7,S,3.34,32.0,1.0,0.0,32.0,17.0,8.0,0.0,0.0,184.2,74.0,3.27,4.29,1.37,116.7,88.7,67.0,86.0,13.0,98.0,0.0
249,랜들,5,두,3.33,29.0,0.0,0.0,26.0,12.0,7.0,0.0,0.0,149.2,59.0,3.25,4.32,1.4,127.5,95.8,54.0,47.0,18.0,111.0,0.0
250,콜,2,두,3.32,27.0,2.0,2.0,27.0,12.0,6.0,0.0,0.0,157.0,71.0,4.01,3.99,1.43,102.6,103.2,70.0,73.0,11.0,114.0,0.0
251,노경은,13,두,3.32,30.0,0.0,0.0,30.0,10.0,10.0,0.0,0.0,180.1,88.0,3.84,4.15,1.36,110.7,102.4,77.0,75.0,16.0,153.0,16000.0
252,밴헤켄,17,넥,3.31,24.0,0.0,0.0,24.0,8.0,7.0,0.0,0.0,138.1,68.0,3.77,3.9,1.32,131.8,125.7,58.0,42.0,13.0,139.0,900000.0
253,윤성환,12,삼,3.31,19.0,1.0,0.0,19.0,9.0,6.0,0.0,0.0,114.0,36.0,2.84,3.16,1.21,134.3,121.0,36.0,26.0,6.0,81.0,25000.0
254,김현욱,3,삼,3.3,63.0,0.0,0.0,0.0,8.0,2.0,0.0,13.0,85.2,23.0,2.0,2.92,0.96,218.6,149.3,19.0,19.0,7.0,73.0,18000.0
255,윤희상,12,S,3.3,28.0,0.0,0.0,28.0,10.0,9.0,0.0,0.0,163.1,66.0,3.36,3.67,1.3,113.4,103.9,61.0,49.0,10.0,100.0,4500.0
256,밴덴헐크,13,삼,3.3,24.0,0.0,0.0,24.0,7.0,9.0,0.0,0.0,143.2,67.0,3.95,3.67,1.22,108.5,116.8,63.0,48.0,11.0,137.0,0.0
257,이승호,4,L,3.29,21.0,1.0,1.0,21.0,9.0,7.0,0.0,0.0,129.2,53.0,2.71,3.79,1.41,155.1,110.8,39.0,72.0,9.0,115.0,10000.0
258,스튜어트,16,N,3.29,27.0,0.0,0.0,27.0,12.0,8.0,0.0,0.0,150.0,79.0,4.56,4.41,1.43,111.6,116.9,76.0,55.0,11.0,118.0,900000.0
259,밴헤켄,12,넥,3.29,28.0,0.0,0.0,28.0,11.0,8.0,0.0,0.0,170.0,68.0,3.28,3.87,1.33,116.8,99.1,62.0,60.0,16.0,132.0,0.0
260,신승현,5,S,3.28,30.0,2.0,2.0,22.0,12.0,9.0,0.0,0.0,154.2,70.0,3.38,3.95,1.24,122.4,104.5,58.0,45.0,12.0,91.0,4000.0
261,유희관,14,두,3.28,30.0,1.0,0.0,30.0,12.0,9.0,0.0,0.0,177.1,98.0,4.42,5.13,1.43,112.0,97.5,87.0,51.0,21.0,112.0,10000.0
262,최영필,5,한,3.27,40.0,0.0,0.0,13.0,8.0,8.0,5.0,0.0,112.0,41.0,2.89,3.71,1.24,151.4,118.0,36.0,30.0,9.0,72.0,4000.0
263,정우람,16,한,3.26,61.0,0.0,0.0,0.0,8.0,5.0,16.0,1.0,81.0,33.0,3.33,3.71,1.11,157.5,141.0,30.0,26.0,7.0,85.0,120000.0
264,임창민,16,N,3.25,65.0,0.0,0.0,0.0,1.0,3.0,26.0,6.0,70.0,22.0,2.57,3.62,1.3,198.0,141.3,20.0,30.0,5.0,91.0,17400.0
265,오주원,4,현,3.24,30.0,1.0,0.0,25.0,10.0,9.0,0.0,0.0,149.0,71.0,3.99,4.0,1.26,108.6,108.4,66.0,53.0,16.0,113.0,0.0
266,정우람,15,S,3.24,69.0,0.0,0.0,0.0,7.0,5.0,16.0,11.0,70.0,25.0,3.21,2.63,1.14,150.3,181.6,25.0,28.0,3.0,90.0,28000.0
267,정우람,10,S,3.24,75.0,0.0,0.0,0.0,8.0,4.0,2.0,18.0,102.0,41.0,3.53,3.36,1.22,128.8,135.5,40.0,44.0,7.0,111.0,15000.0
268,안지만,11,삼,3.24,47.0,0.0,0.0,5.0,11.0,5.0,0.0,17.0,86.0,30.0,2.83,2.69,1.09,147.6,155.0,27.0,20.0,3.0,77.0,17000.0
269,함덕주,17,두,3.23,35.0,0.0,0.0,24.0,9.0,8.0,0.0,2.0,137.1,61.0,3.67,3.91,1.4,131.2,124.3,56.0,64.0,8.0,139.0,7000.0
270,김진우,5,K,3.23,31.0,6.0,1.0,23.0,6.0,10.0,1.0,0.0,145.0,71.0,3.91,3.71,1.29,108.7,114.8,63.0,61.0,10.0,123.0,7500.0
271,장원삼,7,현,3.22,30.0,0.0,0.0,30.0,9.0,10.0,0.0,0.0,168.2,80.0,3.63,3.89,1.35,110.0,102.7,68.0,75.0,16.0,132.0,6000.0
272,리즈,12,L,3.21,32.0,1.0,0.0,25.0,5.0,12.0,5.0,0.0,151.1,68.0,3.69,3.18,1.36,103.6,120.1,62.0,68.0,6.0,144.0,0.0
273,이상목,5,롯,3.21,17.0,0.0,0.0,17.0,6.0,7.0,0.0,0.0,101.1,35.0,3.02,3.3,1.03,136.4,124.7,34.0,16.0,8.0,69.0,20000.0
274,오승환,7,삼,3.19,60.0,0.0,0.0,0.0,4.0,4.0,40.0,0.0,64.1,12.0,1.4,2.65,0.9,280.2,148.2,10.0,17.0,6.0,69.0,13000.0
275,윤석민,7,K,3.19,28.0,2.0,1.0,26.0,7.0,18.0,0.0,0.0,162.0,76.0,3.78,3.7,1.36,104.1,106.2,68.0,59.0,10.0,104.0,9000.0
276,김수경,4,현,3.19,26.0,0.0,0.0,26.0,11.0,8.0,0.0,0.0,152.2,74.0,4.01,4.11,1.4,108.0,105.4,68.0,62.0,14.0,100.0,22000.0
277,오승환,8,삼,3.18,57.0,0.0,0.0,0.0,1.0,1.0,39.0,0.0,57.2,9.0,1.4,2.56,0.85,295.5,162.2,9.0,15.0,2.0,51.0,22000.0
278,차우찬,16,삼,3.18,24.0,1.0,0.0,24.0,12.0,6.0,0.0,0.0,152.1,87.0,4.73,5.02,1.53,111.5,103.9,80.0,65.0,16.0,120.0,40000.0
279,손승락,13,넥,3.17,57.0,0.0,0.0,0.0,3.0,2.0,46.0,0.0,62.2,17.0,2.3,2.9,1.12,189.6,150.1,16.0,20.0,1.0,52.0,26000.0
280,봉중근,13,L,3.17,55.0,0.0,0.0,0.0,8.0,1.0,38.0,0.0,61.0,10.0,1.33,3.48,1.16,319.6,122.0,9.0,27.0,2.0,54.0,15000.0
281,박명환,6,두,3.17,28.0,1.0,0.0,19.0,7.0,7.0,1.0,4.0,122.1,52.0,3.46,2.41,1.13,103.4,148.5,47.0,48.0,6.0,132.0,37000.0
282,조상우,14,넥,3.15,48.0,0.0,0.0,0.0,6.0,2.0,0.0,11.0,69.1,21.0,2.47,3.51,1.18,213.8,149.7,19.0,29.0,2.0,73.0,2800.0
283,김수경,3,현,3.14,29.0,1.0,1.0,29.0,10.0,9.0,0.0,0.0,167.0,96.0,4.63,3.73,1.52,93.2,115.8,86.0,70.0,14.0,121.0,15000.0
284,조웅천,7,S,3.13,64.0,0.0,0.0,0.0,2.0,3.0,9.0,16.0,74.2,14.0,1.57,2.59,0.96,243.2,147.1,13.0,17.0,4.0,59.0,23000.0
285,김현욱,2,삼,3.13,64.0,0.0,0.0,0.0,10.0,0.0,2.0,9.0,76.2,20.0,2.11,2.53,1.04,204.1,170.3,18.0,18.0,4.0,71.0,11000.0
286,김태영,8,두,3.12,44.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,86.1,23.0,2.4,2.52,0.88,170.7,162.2,23.0,11.0,5.0,82.0,0.0
288,최원태,19,키,3.11,27.0,0.0,0.0,27.0,11.0,5.0,0.0,0.0,157.1,68.0,3.38,3.26,1.28,122.6,127.1,59.0,36.0,5.0,105.0,15000.0
289,니퍼트,13,두,3.1,19.0,1.0,0.0,19.0,12.0,4.0,0.0,0.0,118.0,52.0,3.58,3.32,1.2,118.6,128.0,47.0,34.0,7.0,104.0,0.0
290,하재훈,19,S,3.1,61.0,0.0,0.0,0.0,5.0,3.0,36.0,3.0,59.0,13.0,1.98,2.73,1.24,214.6,154.7,13.0,26.0,1.0,64.0,0.0
291,피어밴드,15,넥,3.1,30.0,0.0,0.0,30.0,13.0,11.0,0.0,0.0,177.1,101.0,4.67,4.97,1.48,106.6,100.0,92.0,61.0,23.0,137.0,45000.0
292,이재영,4,두,3.08,60.0,0.0,0.0,0.0,9.0,7.0,3.0,14.0,94.0,30.0,2.59,3.45,1.17,162.0,121.5,27.0,39.0,7.0,79.0,7000.0
